drug_name,rx_normcui,class,drug_name_broad,term_type,name,drug
Nifedipine 10 MG Oral Capsule,198032,Calcium channel blocker,Nifedipine,,,
Nifedipine 10 MG Oral Capsule [Adalat],91691,Calcium channel blocker,Nifedipine,,,
Nifedipine 10 MG Oral Capsule [Adalate],104412,Calcium channel blocker,Nifedipine,,,
Nifedipine 10 MG Oral Capsule [Angiopine],200886,Calcium channel blocker,Nifedipine,,,
Nifedipine 10 MG Oral Capsule [Calanif],108745,Calcium channel blocker,Nifedipine,,,
Nifedipine 10 MG Oral Capsule [Calcilat],200885,Calcium channel blocker,Nifedipine,,,
Nifedipine 10 MG Oral Capsule [Calcipine],102338,Calcium channel blocker,Nifedipine,,,
Nifedipine 10 MG Oral Capsule [Procardia],207765,Calcium channel blocker,Nifedipine,,,
Nifedipine 10 MG Oral Capsule [Vasad],200884,Calcium channel blocker,Nifedipine,,,
Nifedipine 10 MG Oral Tablet,314132,Calcium channel blocker,Nifedipine,,,
Nifedipine 10 MG Sublingual Tablet,434570,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Capsule,844745,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Capsule [Coracten],844460,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Oral Capsule,844745,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Oral Tablet,246262,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet,246262,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Adalat AR],844458,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Adalat LA],844439,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Adalat Retard 20],844455,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Adalate LP],844457,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Adipine MR 20],844421,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Angiopine MR],844416,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Cardilate MR],844410,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Coroday MR],844722,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Genalat Retard],844444,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Hypolar Retard 20],844420,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Nifedipress MR 20],844723,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Nifedotard 20MR],844440,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Nifelease],844419,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Nifensar XL],844456,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Nifopress Retard],844729,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Nimodrel MR 20],844429,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Nivaten Retard],844728,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Slofedipine],844441,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Extended Release Tablet [Tensipine MR 20],844436,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Oral Capsule,198033,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Oral Capsule [Adalat],91692,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Oral Capsule [Procardia],207769,Calcium channel blocker,Nifedipine,,,
Nifedipine 20 MG Oral Tablet,199782,Calcium channel blocker,Nifedipine,,,
Nifedipine 30 MG Extended Release Capsule,844724,Calcium channel blocker,Nifedipine,,,
Nifedipine 30 MG Extended Release Capsule [Coracten XL],844726,Calcium channel blocker,Nifedipine,,,
Nifedipine 30 MG Extended Release Oral Capsule,844724,Calcium channel blocker,Nifedipine,,,
Nifedipine 30 MG Extended Release Oral Tablet,491070,Calcium channel blocker,Nifedipine,,,
Nifedipine 30 MG Extended Release Tablet,491070,Calcium channel blocker,Nifedipine,,,
Nifedipine 30 MG Extended Release Tablet [Adalat],845004,Calcium channel blocker,Nifedipine,,,
Nifedipine 30 MG Extended Release Tablet [Afeditab CR],845007,Calcium channel blocker,Nifedipine,,,
Nifedipine 30 MG Extended Release Tablet [Nifediac],880434,Calcium channel blocker,Nifedipine,,,
Nifedipine 30 MG Extended Release Tablet [Nifedical],844846,Calcium channel blocker,Nifedipine,,,
Nifedipine 30 MG Extended Release Tablet [Procardia],844584,Calcium channel blocker,Nifedipine,,,
Nifedipine 30 MG Extended Release Tablet [Slofedipine XL],844730,Calcium channel blocker,Nifedipine,,,
Nifedipine 30 MG Extended Release Tablet [Unipine XL],844428,Calcium channel blocker,Nifedipine,,,
Nifedipine 30 MG Oral Tablet,391980,Calcium channel blocker,Nifedipine,,,
Nifedipine 33 MG Oral Tablet,248631,Calcium channel blocker,Nifedipine,,,
Nifedipine 40 MG Extended Release Capsule,252192,Calcium channel blocker,Nifedipine,,,
Nifedipine 40 MG Extended Release Oral Capsule,252192,Calcium channel blocker,Nifedipine,,,
Nifedipine 40 MG Extended Release Oral Tablet,844750,Calcium channel blocker,Nifedipine,,,
Nifedipine 40 MG Extended Release Tablet,844750,Calcium channel blocker,Nifedipine,,,
Nifedipine 40 MG Extended Release Tablet [Angiopine 40 LA],844431,Calcium channel blocker,Nifedipine,,,
Nifedipine 40 MG Extended Release Tablet [Fortipine LA40],844438,Calcium channel blocker,Nifedipine,,,
Nifedipine 5 MG Oral Capsule,199329,Calcium channel blocker,Nifedipine,,,
Nifedipine 5 MG Oral Capsule [Adalat],150753,Calcium channel blocker,Nifedipine,,,
Nifedipine 5 MG Oral Capsule [Angiopine],104411,Calcium channel blocker,Nifedipine,,,
Nifedipine 5 MG Oral Capsule [Calanif],108781,Calcium channel blocker,Nifedipine,,,
Nifedipine 5 MG Oral Capsule [Calcipine],102337,Calcium channel blocker,Nifedipine,,,
Nifedipine 5 MG Oral Capsule [Vasad],200883,Calcium channel blocker,Nifedipine,,,
Nifedipine 50 MG Extended Release Oral Tablet,431813,Calcium channel blocker,Nifedipine,,,
Nifedipine 50 MG Extended Release Tablet,431813,Calcium channel blocker,Nifedipine,,,
Nifedipine 60 MG Extended Release Capsule,844725,Calcium channel blocker,Nifedipine,,,
Nifedipine 60 MG Extended Release Capsule [Coracten XL],844727,Calcium channel blocker,Nifedipine,,,
Nifedipine 60 MG Extended Release Oral Capsule,844725,Calcium channel blocker,Nifedipine,,,
Nifedipine 60 MG Extended Release Oral Tablet,491078,Calcium channel blocker,Nifedipine,,,
Nifedipine 60 MG Extended Release Tablet,491078,Calcium channel blocker,Nifedipine,,,
Nifedipine 60 MG Extended Release Tablet [Adalat LA],844461,Calcium channel blocker,Nifedipine,,,
Nifedipine 60 MG Extended Release Tablet [Adalat],845005,Calcium channel blocker,Nifedipine,,,
Nifedipine 60 MG Extended Release Tablet [Afeditab CR],845008,Calcium channel blocker,Nifedipine,,,
Nifedipine 60 MG Extended Release Tablet [Nifediac],844923,Calcium channel blocker,Nifedipine,,,
Nifedipine 60 MG Extended Release Tablet [Nifedical],844830,Calcium channel blocker,Nifedipine,,,
Nifedipine 60 MG Extended Release Tablet [Procardia],844585,Calcium channel blocker,Nifedipine,,,
Nifedipine 60 MG Extended Release Tablet [Slofedipine XL],844731,Calcium channel blocker,Nifedipine,,,
Nifedipine 60 MG Oral Tablet,391901,Calcium channel blocker,Nifedipine,,,
Nifedipine 90 MG Extended Release Oral Tablet,491086,Calcium channel blocker,Nifedipine,,,
Nifedipine 90 MG Extended Release Tablet,491086,Calcium channel blocker,Nifedipine,,,
Nifedipine 90 MG Extended Release Tablet [Adalat],845006,Calcium channel blocker,Nifedipine,,,
Nifedipine 90 MG Extended Release Tablet [Nifediac],880438,Calcium channel blocker,Nifedipine,,,
Nifedipine 90 MG Extended Release Tablet [Procardia],844586,Calcium channel blocker,Nifedipine,,,
Nifedipine Extended Release Capsule,373068,Calcium channel blocker,Nifedipine,,,
Nifedipine Extended Release Tablet,373070,Calcium channel blocker,Nifedipine,,,
Nifedipine Injectable Solution,446659,Calcium channel blocker,Nifedipine,,,
Nifedipine Oral Capsule,373067,Calcium channel blocker,Nifedipine,,,
Nifedipine Oral Tablet,373069,Calcium channel blocker,Nifedipine,,,
Nifedipine Sublingual Tablet,446660,Calcium channel blocker,Nifedipine,,,
Nisoldipine,7435,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 10 MG Extended Release Oral Tablet,562154,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 10 MG Extended Release Tablet,562154,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 10 MG Extended Release Tablet [Sular],845009,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 10 MG Extended Release Tablet [Syscor MR],152936,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 10 MG Oral Tablet,433467,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 17 MG Extended Release Oral Tablet,845095,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 17 MG Extended Release Tablet,845095,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 17 MG Extended Release Tablet [Sular],845096,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 20 MG Extended Release Oral Tablet,562514,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 20 MG Extended Release Tablet,562514,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 20 MG Extended Release Tablet [Sular],844942,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 25.5 MG Extended Release Oral Tablet,845097,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 25.5 MG Extended Release Tablet,845097,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 25.5 MG Extended Release Tablet [Sular],845098,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 30 MG Extended Release Oral Tablet,562515,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 30 MG Extended Release Tablet,562515,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 30 MG Extended Release Tablet [Sular],844943,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 34 MG Extended Release Oral Tablet,845101,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 34 MG Extended Release Tablet,845101,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 34 MG Extended Release Tablet [Sular],845102,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 40 MG Extended Release Oral Tablet,311986,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 40 MG Extended Release Tablet,311986,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 40 MG Extended Release Tablet [Sular],844944,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 5 MG Oral Tablet,249717,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 8.5 MG Extended Release Oral Tablet,763497,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 8.5 MG Extended Release Tablet,763497,Calcium channel blocker,Nisoldipine,,,
Nisoldipine 8.5 MG Extended Release Tablet [Sular],763499,Calcium channel blocker,Nisoldipine,,,
Nisoldipine Extended Release Tablet,373094,Calcium channel blocker,Nisoldipine,,,
Nisoldipine Oral Tablet,373093,Calcium channel blocker,Nisoldipine,,,
Nitrendipine,7441,Calcium channel blocker,Nitrendipine,,,
Nitrendipine 10 MG Oral Tablet,246473,Calcium channel blocker,Nitrendipine,,,
Nitrendipine 20 MG Oral Tablet,249387,Calcium channel blocker,Nitrendipine,,,
Nitrendipine 40 MG Oral Tablet,251867,Calcium channel blocker,Nitrendipine,,,
Nitrendipine 5 MG/ML Oral Solution,422272,Calcium channel blocker,Nitrendipine,,,
Nitrendipine Oral Solution,446757,Calcium channel blocker,Nitrendipine,,,
Nitrendipine Oral Tablet,373098,Calcium channel blocker,Nitrendipine,,,
Norwich Aspirin,218783,Aspirin,Aspirin,,,
Norwich Aspirin Oral Product,1177581,Aspirin,Aspirin,,,
Norwich Aspirin Pill,1177582,Aspirin,Aspirin,,,
Olmesartan medoxomil 10 MG Oral Tablet,401971,Angiotension receptor blocker,olmesartan,,,
Olmesartan medoxomil 20 MG Oral Tablet,349401,Angiotension receptor blocker,olmesartan,,,
Olmesartan medoxomil 20 MG Oral Tablet [Benicar],352200,Angiotension receptor blocker,olmesartan,,,
Olmesartan medoxomil 40 MG Oral Tablet,349405,Angiotension receptor blocker,olmesartan,,,
Olmesartan medoxomil 40 MG Oral Tablet [Benicar],352201,Angiotension receptor blocker,olmesartan,,,
Olmesartan medoxomil 5 MG Oral Tablet,349373,Angiotension receptor blocker,olmesartan,,,
Olmesartan medoxomil 5 MG Oral Tablet [Benicar],352199,Angiotension receptor blocker,olmesartan,,,
Oxprenolol,7801,Beta_blocker,Oxprenolol,,,
Oxprenolol 160 MG Extended Release Oral Tablet,199787,Beta_blocker,Oxprenolol,,,
Oxprenolol 160 MG Extended Release Tablet,199787,Beta_blocker,Oxprenolol,,,
Oxprenolol 160 MG Extended Release Tablet [Oxyprenix SR],200855,Beta_blocker,Oxprenolol,,,
Oxprenolol 160 MG Extended Release Tablet [Slow Trasicor],200854,Beta_blocker,Oxprenolol,,,
Oxprenolol 160 MG Extended Release Tablet [Slow-Pren],200853,Beta_blocker,Oxprenolol,,,
Oxprenolol 160 MG Extended Release Tablet [Trasicor Retard],104318,Beta_blocker,Oxprenolol,,,
Oxprenolol 160 MG Oral Tablet,150751,Beta_blocker,Oxprenolol,,,
Oxprenolol 160 MG Oral Tablet [Trasicor],104317,Beta_blocker,Oxprenolol,,,
Oxprenolol 20 MG Oral Tablet,199494,Beta_blocker,Oxprenolol,,,
Oxprenolol 20 MG Oral Tablet [Trasicor],104314,Beta_blocker,Oxprenolol,,,
Oxprenolol 40 MG Oral Tablet,199495,Beta_blocker,Oxprenolol,,,
Oxprenolol 40 MG Oral Tablet [Trasicor],104315,Beta_blocker,Oxprenolol,,,
Oxprenolol 80 MG Extended Release Oral Tablet,245849,Beta_blocker,Oxprenolol,,,
Oxprenolol 80 MG Extended Release Tablet,245849,Beta_blocker,Oxprenolol,,,
Oxprenolol 80 MG Oral Tablet,199786,Beta_blocker,Oxprenolol,,,
Oxprenolol 80 MG Oral Tablet [Trasicor],104316,Beta_blocker,Oxprenolol,,,
Oxprenolol Extended Release Tablet,373184,Beta_blocker,Oxprenolol,,,
Oxprenolol Oral Tablet,373183,Beta_blocker,Oxprenolol,,,
Penbutolol,7973,Beta_blocker,Penbutolol,,,
Penbutolol / piretanide Oral Tablet,450545,Beta_blocker,Penbutolol / piretanide,,,
Penbutolol / piretanide Oral Tablet,450545,Other Diuretics,Penbutolol / piretanide,,,
Penbutolol Oral Capsule,373254,Beta_blocker,Penbutolol,,,
Penbutolol Oral Tablet,373255,Beta_blocker,Penbutolol,,,
Penbutolol Sulfate 20 MG / piretanide 3 MG Oral Tablet,1191192,Beta_blocker,Penbutolol / piretanide,,,
Penbutolol Sulfate 20 MG / piretanide 3 MG Oral Tablet,1191192,Other Diuretics,Penbutolol / piretanide,,,
Penbutolol Sulfate 20 MG Oral Tablet,1191185,Beta_blocker,Penbutolol,,,
Penbutolol Sulfate 20 MG Oral Tablet [Levatol],1191187,Beta_blocker,Penbutolol,,,
Penbutolol Sulfate 40 MG / piretanide 6 MG Oral Tablet,1191193,Beta_blocker,Penbutolol / piretanide,,,
Penbutolol Sulfate 40 MG / piretanide 6 MG Oral Tablet,1191193,Other Diuretics,Penbutolol / piretanide,,,
Penbutolol Sulfate 40 MG Oral Capsule,1191194,Beta_blocker,Penbutolol,,,
Penbutolol Sulfate 40 MG Oral Tablet,1191195,Beta_blocker,Penbutolol,,,
Perindopril,54552,ACE inhibitor,Perindopril,,,
Perindopril Erbumine 2 MG Oral Tablet,854984,ACE inhibitor,Perindopril,,,
Perindopril Erbumine 2 MG Oral Tablet [Aceon],854986,ACE inhibitor,Perindopril,,,
Perindopril Erbumine 4 MG Oral Tablet,854988,ACE inhibitor,Perindopril,,,
Perindopril Erbumine 4 MG Oral Tablet [Aceon],854990,ACE inhibitor,Perindopril,,,
Perindopril Erbumine 4 MG Oral Tablet [Coversyl],104382,ACE inhibitor,Perindopril,,,
Perindopril Erbumine 8 MG Oral Tablet,854925,ACE inhibitor,Perindopril,,,
Perindopril Erbumine 8 MG Oral Tablet [Aceon],854927,ACE inhibitor,Perindopril,,,
Perindopril Oral Tablet,373293,ACE inhibitor,Perindopril,,,
Phenoxybenzamine,8149,Other antihypertensive,Phenoxybenzamine,,,
Phenoxybenzamine 1 MG Oral Tablet,430622,Other antihypertensive,Phenoxybenzamine,,,
Phenoxybenzamine 5 MG Oral Capsule,410176,Other antihypertensive,Phenoxybenzamine,,,
Phenoxybenzamine 50 MG/ML Injectable Solution,150752,Other antihypertensive,Phenoxybenzamine,,,
Phenoxybenzamine 50 MG/ML Injectable Solution [Dibenyline],141893,Other antihypertensive,Phenoxybenzamine,,,
Phenoxybenzamine Hydrochloride 10 MG Oral Capsule,861402,Other antihypertensive,Phenoxybenzamine,,,
Phenoxybenzamine Hydrochloride 10 MG Oral Capsule [Dibenzyline],861404,Other antihypertensive,Phenoxybenzamine,,,
Phenoxybenzamine Injectable Solution,385519,Other antihypertensive,Phenoxybenzamine,,,
Phenoxybenzamine Oral Capsule,373346,Other antihypertensive,Phenoxybenzamine,,,
Phenoxybenzamine Oral Tablet,450643,Other antihypertensive,Phenoxybenzamine,,,
Phentolamine,8153,Other antihypertensive,Phentolamine,,,
Phentolamine 10 MG/ML Injectable Solution,199791,Other antihypertensive,Phentolamine,,,
Phentolamine Injectable Solution,373352,Other antihypertensive,Phentolamine,,,
Phentolamine Mesylate 0.235 MG/ML Injectable Solution,1361019,Other antihypertensive,Phentolamine,,,
Phentolamine Mesylate 0.235 MG/ML Injectable Solution [OraVerse],1361021,Other antihypertensive,Phentolamine,,,
Phentolamine Mesylate 5 MG/ML Injectable Solution,1361023,Other antihypertensive,Phentolamine,,,
Phentolamine Mesylate 5 MG/ML Injectable Solution [Regitine],1361025,Other antihypertensive,Phentolamine,,,
Pindolol,8332,Beta_blocker,Pindolol,,,
Pindolol 0.2 MG/ML Injectable Solution,414005,Beta_blocker,Pindolol,,,
Pindolol 10 MG Oral Capsule,346715,Beta_blocker,Pindolol,,,
Pindolol 10 MG Oral Tablet,198104,Beta_blocker,Pindolol,,,
Pindolol 10 MG Oral Tablet [Visken],208140,Beta_blocker,Pindolol,,,
Pindolol 15 MG Oral Tablet,199277,Beta_blocker,Pindolol,,,
Pindolol 15 MG Oral Tablet [Betadren],200858,Beta_blocker,Pindolol,,,
Pindolol 15 MG Oral Tablet [Visken],200859,Beta_blocker,Pindolol,,,
Pindolol 2.5 MG Oral Tablet,430570,Beta_blocker,Pindolol,,,
Pindolol 20 MG Extended Release Oral Tablet,434241,Beta_blocker,Pindolol,,,
Pindolol 20 MG Extended Release Tablet,434241,Beta_blocker,Pindolol,,,
Pindolol 5 MG Oral Tablet,198105,Beta_blocker,Pindolol,,,
Pindolol 5 MG Oral Tablet [Betadren],200856,Beta_blocker,Pindolol,,,
Pindolol 5 MG Oral Tablet [Visken],200857,Beta_blocker,Pindolol,,,
Pindolol 5 MG/ML Oral Solution,421932,Beta_blocker,Pindolol,,,
Pindolol Extended Release Tablet,450803,Beta_blocker,Pindolol,,,
Pindolol Injectable Solution,450800,Beta_blocker,Pindolol,,,
Pindolol Oral Capsule,378147,Beta_blocker,Pindolol,,,
Pindolol Oral Solution,450805,Beta_blocker,Pindolol,,,
Pindolol Oral Tablet,373460,Beta_blocker,Pindolol,,,
Polythiazide,8565,Thiazide,Polythiazide,,,
Polythiazide / Prazosin Oral Capsule,373564,Other antihypertensive,Polythiazide / Prazosin,,,
Polythiazide / Prazosin Oral Capsule,373564,Thiazide,Polythiazide / Prazosin,,,
Polythiazide / Prazosin Oral Tablet,451073,Other antihypertensive,Polythiazide / Prazosin,,,
Polythiazide / Prazosin Oral Tablet,451073,Thiazide,Polythiazide / Prazosin,,,
Polythiazide / Reserpine Oral Tablet,373765,Other antihypertensive,Polythiazide / Reserpine,,,
Polythiazide / Reserpine Oral Tablet,373765,Thiazide,Polythiazide / Reserpine,,,
Polythiazide 0.25 MG / Prazosin 0.5 MG Oral Tablet,428869,Other antihypertensive,Polythiazide / Prazosin,,,
Polythiazide 0.25 MG / Prazosin 0.5 MG Oral Tablet,428869,Thiazide,Polythiazide / Prazosin,,,
Polythiazide 0.5 MG / Prazosin 1 MG Oral Capsule,312481,Other antihypertensive,Polythiazide / Prazosin,,,
Polythiazide 0.5 MG / Prazosin 1 MG Oral Capsule,312481,Thiazide,Polythiazide / Prazosin,,,
Polythiazide 0.5 MG / Prazosin 1 MG Oral Capsule [Minizide 1],754812,Other antihypertensive,Polythiazide / Prazosin,,,
Polythiazide 0.5 MG / Prazosin 1 MG Oral Capsule [Minizide 1],754812,Thiazide,Polythiazide / Prazosin,,,
Polythiazide 0.5 MG / Prazosin 1 MG Oral Tablet,428868,Other antihypertensive,Polythiazide / Prazosin,,,
Polythiazide 0.5 MG / Prazosin 1 MG Oral Tablet,428868,Thiazide,Polythiazide / Prazosin,,,
Polythiazide 0.5 MG / Prazosin 2 MG Oral Capsule,312482,Other antihypertensive,Polythiazide / Prazosin,,,
Polythiazide 0.5 MG / Prazosin 2 MG Oral Capsule,312482,Thiazide,Polythiazide / Prazosin,,,
Polythiazide 0.5 MG / Prazosin 2 MG Oral Capsule [Minizide 2],754802,Other antihypertensive,Polythiazide / Prazosin,,,
Polythiazide 0.5 MG / Prazosin 2 MG Oral Capsule [Minizide 2],754802,Thiazide,Polythiazide / Prazosin,,,
Polythiazide 0.5 MG / Prazosin 5 MG Oral Capsule,312483,Other antihypertensive,Polythiazide / Prazosin,,,
Polythiazide 0.5 MG / Prazosin 5 MG Oral Capsule,312483,Thiazide,Polythiazide / Prazosin,,,
Polythiazide 0.5 MG / Prazosin 5 MG Oral Capsule [Minizide 5],754806,Other antihypertensive,Polythiazide / Prazosin,,,
Polythiazide 0.5 MG / Prazosin 5 MG Oral Capsule [Minizide 5],754806,Thiazide,Polythiazide / Prazosin,,,
Polythiazide 1 MG Oral Tablet,198110,Thiazide,Polythiazide,,,
Polythiazide 1 MG Oral Tablet [Renese],208716,Thiazide,Polythiazide,,,
Polythiazide 2 MG / Reserpine 0.25 MG Oral Tablet,198198,Other antihypertensive,Polythiazide / Reserpine,,,
Polythiazide 2 MG / Reserpine 0.25 MG Oral Tablet,198198,Thiazide,Polythiazide / Reserpine,,,
Polythiazide 2 MG / Reserpine 0.25 MG Oral Tablet [Renese-R],208825,Other antihypertensive,Polythiazide / Reserpine,,,
Polythiazide 2 MG / Reserpine 0.25 MG Oral Tablet [Renese-R],208825,Thiazide,Polythiazide / Reserpine,,,
Polythiazide 2 MG Oral Tablet,198111,Thiazide,Polythiazide,,,
Polythiazide 2 MG Oral Tablet [Renese],208717,Thiazide,Polythiazide,,,
Polythiazide 4 MG Oral Tablet,198112,Thiazide,Polythiazide,,,
Polythiazide 4 MG Oral Tablet [Renese],208719,Thiazide,Polythiazide,,,
Polythiazide Oral Tablet,373514,Thiazide,Polythiazide,,,
Prazosin,8629,Other antihypertensive,Prazosin,,,
Prazosin 0.5 MG Oral Tablet,199796,Other antihypertensive,Prazosin,,,
Prazosin 0.5 MG Oral Tablet [Alphavase],141894,Other antihypertensive,Prazosin,,,
Prazosin 0.5 MG Oral Tablet [Kentovace],152660,Other antihypertensive,Prazosin,,,
Prazosin 1 MG Extended Release Capsule,249389,Other antihypertensive,Prazosin,,,
Prazosin 1 MG Extended Release Oral Capsule,249389,Other antihypertensive,Prazosin,,,
Prazosin 1 MG Oral Capsule,312593,Other antihypertensive,Prazosin,,,
Prazosin 1 MG Oral Capsule [Minipress],208979,Other antihypertensive,Prazosin,,,
Prazosin 1 MG Oral Tablet,199797,Other antihypertensive,Prazosin,,,
Prazosin 1 MG Oral Tablet [Alphavase],141895,Other antihypertensive,Prazosin,,,
Prazosin 1 MG Oral Tablet [Kentovace],152661,Other antihypertensive,Prazosin,,,
Prazosin 2 MG Extended Release Capsule,249390,Other antihypertensive,Prazosin,,,
Prazosin 2 MG Extended Release Oral Capsule,249390,Other antihypertensive,Prazosin,,,
Prazosin 2 MG Oral Capsule,312594,Other antihypertensive,Prazosin,,,
Prazosin 2 MG Oral Capsule [Minipress],208980,Other antihypertensive,Prazosin,,,
Prazosin 2 MG Oral Tablet,199798,Other antihypertensive,Prazosin,,,
Prazosin 2 MG Oral Tablet [Alphavase],141896,Other antihypertensive,Prazosin,,,
Prazosin 2 MG Oral Tablet [Kentovace],152662,Other antihypertensive,Prazosin,,,
Prazosin 2.5 MG Extended Release Oral Tablet,431752,Other antihypertensive,Prazosin,,,
Prazosin 2.5 MG Extended Release Tablet,431752,Other antihypertensive,Prazosin,,,
Prazosin 4 MG Extended Release Capsule,411772,Other antihypertensive,Prazosin,,,
Prazosin 4 MG Extended Release Oral Capsule,411772,Other antihypertensive,Prazosin,,,
Prazosin 5 MG Extended Release Capsule,252198,Other antihypertensive,Prazosin,,,
Prazosin 5 MG Extended Release Oral Capsule,252198,Other antihypertensive,Prazosin,,,
Prazosin 5 MG Extended Release Oral Tablet,431751,Other antihypertensive,Prazosin,,,
Prazosin 5 MG Extended Release Tablet,431751,Other antihypertensive,Prazosin,,,
Prazosin 5 MG Oral Capsule,198141,Other antihypertensive,Prazosin,,,
Prazosin 5 MG Oral Capsule [Minipress],208981,Other antihypertensive,Prazosin,,,
Prazosin 5 MG Oral Tablet,199799,Other antihypertensive,Prazosin,,,
Prazosin 5 MG Oral Tablet [Alphavase],141897,Other antihypertensive,Prazosin,,,
Prazosin 5 MG Oral Tablet [Kentovace],152663,Other antihypertensive,Prazosin,,,
Prazosin 6 MG Extended Release Capsule,411771,Other antihypertensive,Prazosin,,,
Prazosin 6 MG Extended Release Oral Capsule,411771,Other antihypertensive,Prazosin,,,
Prazosin Extended Release Capsule,373566,Other antihypertensive,Prazosin,,,
Prazosin Extended Release Tablet,451067,Other antihypertensive,Prazosin,,,
Prazosin Oral Capsule,373565,Other antihypertensive,Prazosin,,,
Prazosin Oral Tablet,373567,Other antihypertensive,Prazosin,,,
Propranolol,8787,Beta_blocker,Propranolol,,,
Propranolol 100 MG Oral Tablet,430619,Beta_blocker,Propranolol,,,
Propranolol 120 MG Oral Tablet,245278,Beta_blocker,Propranolol,,,
Propranolol 160 MG Extended Release Oral Tablet,434242,Beta_blocker,Propranolol,,,
Propranolol 160 MG Extended Release Tablet,434242,Beta_blocker,Propranolol,,,
Propranolol 20 MG Extended Release Capsule,411993,Beta_blocker,Propranolol,,,
Propranolol 20 MG Extended Release Oral Capsule,411993,Beta_blocker,Propranolol,,,
Propranolol 25 MG Oral Tablet,430620,Beta_blocker,Propranolol,,,
Propranolol 40 MG Extended Release Capsule,252276,Beta_blocker,Propranolol,,,
Propranolol 40 MG Extended Release Oral Capsule,252276,Beta_blocker,Propranolol,,,
Propranolol Extended Release Capsule,373652,Beta_blocker,Propranolol,,,
Propranolol Extended Release Tablet,375929,Beta_blocker,Propranolol,,,
Propranolol Hydrochloride 1 MG/ML Injectable Solution,856443,Beta_blocker,Propranolol,,,
Propranolol Hydrochloride 1 MG/ML Injectable Solution [Inderal],856445,Beta_blocker,Propranolol,,,
Propranolol Hydrochloride 1 MG/ML Oral Solution,856704,Beta_blocker,Propranolol,,,
Propranolol Hydrochloride 10 MG Oral Tablet,856448,Beta_blocker,Propranolol,,,
